country_name,ccode,stateabb,date,year,quarter,month,n_events,n_dissent_events,frac_dissent_events,pi,eta
United States of America,2,USA,1990-01-01,1990.0,1,1.0,12273.0,6.0,4.888780249327792e-4,5.338693157170849e-4,-7.60069636
United States of America,2,USA,1990-02-01,1990.0,1,2.0,10164.0,7.0,6.887052341597796e-4,7.443369335488598e-4,-7.28159347
United States of America,2,USA,1990-03-01,1990.0,1,3.0,12349.0,15.0,0.0012146732528949713,0.0011289317627415205,-6.83201884
United States of America,2,USA,1990-04-01,1990.0,2,4.0,11126.0,5.0,4.4939780693870214e-4,5.143189585156024e-4,-7.65986761
United States of America,2,USA,1990-05-01,1990.0,2,5.0,11961.0,15.0,0.001254075746175069,0.0012363973314671861,-6.72741326
United States of America,2,USA,1990-06-01,1990.0,2,6.0,11821.0,9.0,7.613569071990526e-4,7.422239127905028e-4,-7.25018756
United States of America,2,USA,1990-07-01,1990.0,3,7.0,10956.0,6.0,5.47645125958379e-4,6.138425730021829e-4,-7.4605138
United States of America,2,USA,1990-08-01,1990.0,3,8.0,11312.0,11.0,9.724186704384724e-4,8.882690474137496e-4,-7.07588413
United States of America,2,USA,1990-09-01,1990.0,3,9.0,11503.0,15.0,0.0013040076501782145,0.0013598053851095098,-6.63585178
United States of America,2,USA,1990-10-01,1990.0,4,10.0,12267.0,12.0,9.782342871117633e-4,9.714903139832204e-4,-6.98419058
United States of America,2,USA,1990-11-01,1990.0,4,11.0,10575.0,8.0,7.56501182033097e-4,7.443607762657756e-4,-7.25396162
United States of America,2,USA,1990-12-01,1990.0,4,12.0,9230.0,9.0,9.750812567713976e-4,9.90945786364505e-4,-6.96739242
United States of America,2,USA,1991-01-01,1991.0,1,1.0,12837.0,27.0,0.0021032951624211263,0.001957159282591356,-6.24752268
United States of America,2,USA,1991-02-01,1991.0,1,2.0,10620.0,17.0,0.0016007532956685499,0.001633463225293994,-6.44948881
United States of America,2,USA,1991-03-01,1991.0,1,3.0,11560.0,2.0,1.7301038062283736e-4,2.811289984152352e-4,-8.31984605
United States of America,2,USA,1991-04-01,1991.0,2,4.0,12871.0,5.0,3.884702043353275e-4,4.7499848644068707e-4,-7.74416303
United States of America,2,USA,1991-05-01,1991.0,2,5.0,12476.0,8.0,6.412311638345624e-4,6.24110267252158e-4,-7.41723316
United States of America,2,USA,1991-06-01,1991.0,2,6.0,11037.0,7.0,6.342303162091148e-4,6.314693839922366e-4,-7.43714928
United States of America,2,USA,1991-07-01,1991.0,3,7.0,11743.0,6.0,5.109426892616878e-4,5.945053913361096e-4,-7.49243025
United States of America,2,USA,1991-08-01,1991.0,3,8.0,9872.0,7.0,7.090761750405186e-4,7.572672839983367e-4,-7.24797705
United States of America,2,USA,1991-09-01,1991.0,3,9.0,11437.0,9.0,7.869196467605141e-4,7.735355425823276e-4,-7.20441806
United States of America,2,USA,1991-10-01,1991.0,4,10.0,12990.0,5.0,3.8491147036181676e-4,4.4055624841791687e-4,-7.79041019
United States of America,2,USA,1991-11-01,1991.0,4,11.0,11622.0,13.0,0.0011185682326621924,0.0010619490639916522,-6.89454444
United States of America,2,USA,1991-12-01,1991.0,4,12.0,11670.0,3.0,2.570694087403599e-4,3.591292633468882e-4,-8.03472375
United States of America,2,USA,1992-01-01,1992.0,1,1.0,13993.0,12.0,8.575716429643393e-4,7.484490205801771e-4,-7.23551979
United States of America,2,USA,1992-02-01,1992.0,1,2.0,12167.0,14.0,0.0011506534067559793,0.00112131322927813,-6.82766987
United States of America,2,USA,1992-03-01,1992.0,1,3.0,13556.0,11.0,8.114488049572145e-4,8.204237993828541e-4,-7.16079686
United States of America,2,USA,1992-04-01,1992.0,2,4.0,13213.0,8.0,6.054643154469084e-4,6.302597373261761e-4,-7.42273421
United States of America,2,USA,1992-05-01,1992.0,2,5.0,11401.0,7.0,6.139812297166915e-4,6.670348595024537e-4,-7.38260157
United States of America,2,USA,1992-06-01,1992.0,2,6.0,12481.0,7.0,5.608524957936063e-4,6.096499255808791e-4,-7.46711379
United States of America,2,USA,1992-07-01,1992.0,3,7.0,12615.0,14.0,0.001109789932619897,0.0010480606097612057,-6.89741195
United States of America,2,USA,1992-08-01,1992.0,3,8.0,11214.0,10.0,8.917424647761727e-4,9.404868901893756e-4,-7.01327108
United States of America,2,USA,1992-09-01,1992.0,3,9.0,12472.0,11.0,8.81975625400898e-4,8.827338542421082e-4,-7.07486611
United States of America,2,USA,1992-10-01,1992.0,4,10.0,13628.0,9.0,6.604050484297036e-4,7.06125105991672e-4,-7.30737682
United States of America,2,USA,1992-11-01,1992.0,4,11.0,11995.0,8.0,6.669445602334305e-4,6.883125303561033e-4,-7.3232877499999995
United States of America,2,USA,1992-12-01,1992.0,4,12.0,12445.0,13.0,0.0010445962233828847,0.0010480548836896688,-6.90355526
United States of America,2,USA,1993-01-01,1993.0,1,1.0,13882.0,7.0,5.042501080535945e-4,5.17172918521237e-4,-7.6136734
United States of America,2,USA,1993-02-01,1993.0,1,2.0,13242.0,11.0,8.306902280622263e-4,8.29912331119169e-4,-7.14225522
United States of America,2,USA,1993-03-01,1993.0,1,3.0,16465.0,14.0,8.50288490737929e-4,8.624132512278288e-4,-7.100585
United States of America,2,USA,1993-04-01,1993.0,2,4.0,15096.0,12.0,7.94912559618442e-4,7.706436833853306e-4,-7.20406267
United States of America,2,USA,1993-05-01,1993.0,2,5.0,14233.0,10.0,7.025925665706457e-4,7.816230822130476e-4,-7.19462193
United States of America,2,USA,1993-06-01,1993.0,2,6.0,15726.0,12.0,7.630675314765357e-4,8.135030033665879e-4,-7.16792241
United States of America,2,USA,1993-07-01,1993.0,3,7.0,14600.0,10.0,6.849315068493151e-4,6.958117224667591e-4,-7.31226453
United States of America,2,USA,1993-08-01,1993.0,3,8.0,13401.0,9.0,6.71591672263264e-4,7.34290033698968e-4,-7.26278089
United States of America,2,USA,1993-09-01,1993.0,3,9.0,14673.0,11.0,7.496762761534792e-4,7.295540504481077e-4,-7.27471529
United States of America,2,USA,1993-10-01,1993.0,4,10.0,15200.0,5.0,3.289473684210526e-4,4.6898353023030125e-4,-7.72760249
United States of America,2,USA,1993-11-01,1993.0,4,11.0,15594.0,25.0,0.001603180710529691,0.0015208589396299048,-6.50477303
United States of America,2,USA,1993-12-01,1993.0,4,12.0,15605.0,12.0,7.689842999038769e-4,7.454693084297262e-4,-7.24900357
United States of America,2,USA,1994-01-01,1994.0,1,1.0,17489.0,7.0,4.002515867116473e-4,4.0185411005264917e-4,-7.87073849
United States of America,2,USA,1994-02-01,1994.0,1,2.0,15514.0,4.0,2.5783163594173e-4,2.8960664012586305e-4,-8.24386426
United States of America,2,USA,1994-03-01,1994.0,1,3.0,17998.0,13.0,7.22302478053117e-4,6.526974761017282e-4,-7.36742081
United States of America,2,USA,1994-04-01,1994.0,2,4.0,17189.0,8.0,4.654139275117808e-4,4.75244786424171e-4,-7.70494927
United States of America,2,USA,1994-05-01,1994.0,2,5.0,17195.0,5.0,2.907822041291073e-4,3.35344988860078e-4,-8.07587934
United States of America,2,USA,1994-06-01,1994.0,2,6.0,17130.0,7.0,4.086398131932283e-4,3.848761271647695e-4,-7.92899091
United States of America,2,USA,1994-07-01,1994.0,3,7.0,15273.0,10.0,6.547502127938192e-4,6.763822365694585e-4,-7.33424912
United States of America,2,USA,1994-08-01,1994.0,3,8.0,14681.0,12.0,8.173830120563995e-4,7.862703907901495e-4,-7.19016417
United States of America,2,USA,1994-09-01,1994.0,3,9.0,15700.0,19.0,0.0012101910828025478,0.0011541775602594726,-6.78916368
United States of America,2,USA,1994-10-01,1994.0,4,10.0,17116.0,7.0,4.089740593596635e-4,5.358980943780075e-4,-7.58760843
United States of America,2,USA,1994-11-01,1994.0,4,11.0,14856.0,25.0,0.0016828217555196554,0.0017064326118138619,-6.39153553
United States of America,2,USA,1994-12-01,1994.0,4,12.0,14227.0,10.0,7.028888732691362e-4,7.204638371810033e-4,-7.27648247
United States of America,2,USA,1995-01-01,1995.0,1,1.0,17544.0,13.0,7.409940720474236e-4,6.67727704156332e-4,-7.34665797
United States of America,2,USA,1995-02-01,1995.0,1,2.0,15307.0,5.0,3.266479388515058e-4,3.885680443301978e-4,-7.93787072
United States of America,2,USA,1995-03-01,1995.0,1,3.0,16463.0,12.0,7.289072465528762e-4,6.32292701144417e-4,-7.41439423
United States of America,2,USA,1995-04-01,1995.0,2,4.0,15478.0,4.0,2.584313218762114e-4,3.5365483460090056e-4,-8.02804949
United States of America,2,USA,1995-05-01,1995.0,2,5.0,16907.0,11.0,6.506180871828237e-4,6.270786101534252e-4,-7.41155353
United States of America,2,USA,1995-06-01,1995.0,2,6.0,16890.0,12.0,7.104795737122557e-4,6.75410363990931e-4,-7.35844895
United States of America,2,USA,1995-07-01,1995.0,3,7.0,15257.0,11.0,7.209805335255948e-4,7.279769528681928e-4,-7.25844661
United States of America,2,USA,1995-08-01,1995.0,3,8.0,15658.0,10.0,6.386511687316387e-4,6.045714373457779e-4,-7.45760932
United States of America,2,USA,1995-09-01,1995.0,3,9.0,15693.0,7.0,4.4605875230994713e-4,5.475156296614313e-4,-7.58322332
United States of America,2,USA,1995-10-01,1995.0,4,10.0,18637.0,10.0,5.365670440521543e-4,6.271681839585094e-4,-7.44067413
United States of America,2,USA,1995-11-01,1995.0,4,11.0,16947.0,16.0,9.4411990322771e-4,9.698604413081067e-4,-6.97362638
United States of America,2,USA,1995-12-01,1995.0,4,12.0,15200.0,6.0,3.9473684210526315e-4,5.039070687813074e-4,-7.64636085
United States of America,2,USA,1996-01-01,1996.0,1,1.0,18386.0,6.0,3.2633525508539104e-4,3.4102280193794694e-4,-8.060348
United States of America,2,USA,1996-02-01,1996.0,1,2.0,16324.0,9.0,5.513354569958343e-4,5.658074903381119e-4,-7.5266877
United States of America,2,USA,1996-03-01,1996.0,1,3.0,17334.0,11.0,6.34590977270105e-4,6.817383135069373e-4,-7.34030926
United States of America,2,USA,1996-04-01,1996.0,2,4.0,18335.0,11.0,5.999454595036815e-4,5.70455737316017e-4,-7.5087136899999996
United States of America,2,USA,1996-05-01,1996.0,2,5.0,17981.0,13.0,7.229853734497526e-4,7.352460690439159e-4,-7.25645911
United States of America,2,USA,1996-06-01,1996.0,2,6.0,16875.0,6.0,3.5555555555555557e-4,4.558880308804328e-4,-7.78225398
United States of America,2,USA,1996-07-01,1996.0,3,7.0,17721.0,12.0,6.771626883358727e-4,6.530639017222181e-4,-7.38057032
United States of America,2,USA,1996-08-01,1996.0,3,8.0,15383.0,8.0,5.20054605733602e-4,5.404119987065476e-4,-7.58231917
United States of America,2,USA,1996-09-01,1996.0,3,9.0,17621.0,12.0,6.810056182963509e-4,7.135050827355973e-4,-7.27917129
United States of America,2,USA,1996-10-01,1996.0,4,10.0,19119.0,16.0,8.368638527119619e-4,7.965850326541772e-4,-7.1583148
United States of America,2,USA,1996-11-01,1996.0,4,11.0,15267.0,10.0,6.550075325866247e-4,6.278653316196908e-4,-7.41100388
United States of America,2,USA,1996-12-01,1996.0,4,12.0,15328.0,9.0,5.87160751565762e-4,6.112167423031147e-4,-7.45937989
United States of America,2,USA,1997-01-01,1997.0,1,1.0,19008.0,7.0,3.6826599326599327e-4,3.7860188367915335e-4,-7.93301206
United States of America,2,USA,1997-02-01,1997.0,1,2.0,17149.0,12.0,6.997492565164149e-4,6.120544619496977e-4,-7.43742102
United States of America,2,USA,1997-03-01,1997.0,1,3.0,17891.0,9.0,5.03046224358616e-4,6.572173715684654e-4,-7.38038022
United States of America,2,USA,1997-04-01,1997.0,2,4.0,21779.0,16.0,7.346526470453189e-4,6.999124089834371e-4,-7.30766034
United States of America,2,USA,1997-05-01,1997.0,2,5.0,19361.0,4.0,2.066008987139094e-4,2.8767780269944935e-4,-8.24519501
United States of America,2,USA,1997-06-01,1997.0,2,6.0,19418.0,14.0,7.209805335255948e-4,7.155194789718789e-4,-7.27348255
United States of America,2,USA,1997-07-01,1997.0,3,7.0,20591.0,17.0,8.256034189694527e-4,8.758967307985055e-4,-7.07676961
United States of America,2,USA,1997-08-01,1997.0,3,8.0,16163.0,15.0,9.280455361009714e-4,9.871613556240665e-4,-6.95890224
United States of America,2,USA,1997-09-01,1997.0,3,9.0,19446.0,12.0,6.17093489663684e-4,6.586270101565973e-4,-7.36962828
United States of America,2,USA,1997-10-01,1997.0,4,10.0,21786.0,10.0,4.590103736344441e-4,5.116675617251203e-4,-7.62734693
United States of America,2,USA,1997-11-01,1997.0,4,11.0,17081.0,10.0,5.854458169896376e-4,6.44450354417734e-4,-7.41447677
United States of America,2,USA,1997-12-01,1997.0,4,12.0,17611.0,4.0,2.2713077054113906e-4,2.884082115879269e-4,-8.22603078
United States of America,2,USA,1998-01-01,1998.0,1,1.0,19580.0,9.0,4.5965270684371806e-4,4.740563755806252e-4,-7.70694412
United States of America,2,USA,1998-02-01,1998.0,1,2.0,18415.0,17.0,9.231604670105892e-4,8.229382499955935e-4,-7.12594871
United States of America,2,USA,1998-03-01,1998.0,1,3.0,20118.0,14.0,6.958942240779402e-4,7.10467182492619e-4,-7.27820326
United States of America,2,USA,1998-04-01,1998.0,2,4.0,19082.0,17.0,8.90891940048213e-4,8.662175915848472e-4,-7.08385899
United States of America,2,USA,1998-05-01,1998.0,2,5.0,17888.0,7.0,3.913237924865832e-4,4.309970564519682e-4,-7.81341072
United States of America,2,USA,1998-06-01,1998.0,2,6.0,19821.0,15.0,7.567731194187983e-4,7.765533567747049e-4,-7.19291357
United States of America,2,USA,1998-07-01,1998.0,3,7.0,19713.0,14.0,7.10191244356516e-4,6.629161727908231e-4,-7.34644987
United States of America,2,USA,1998-08-01,1998.0,3,8.0,17163.0,9.0,5.243838489774515e-4,5.518978230198903e-4,-7.55162849
United States of America,2,USA,1998-09-01,1998.0,3,9.0,19211.0,13.0,6.766956431211286e-4,7.057420763732447e-4,-7.29328849
United States of America,2,USA,1998-10-01,1998.0,4,10.0,18944.0,3.0,1.583614864864865e-4,2.7188953757937916e-4,-8.30892678
United States of America,2,USA,1998-11-01,1998.0,4,11.0,17223.0,16.0,9.289903036637055e-4,8.266415776501928e-4,-7.12097426
United States of America,2,USA,1998-12-01,1998.0,4,12.0,17477.0,13.0,7.438347542484408e-4,7.301002174040362e-4,-7.26251665
United States of America,2,USA,1999-01-01,1999.0,1,1.0,17903.0,3.0,1.675696810590404e-4,2.484407131065048e-4,-8.38982617
United States of America,2,USA,1999-02-01,1999.0,1,2.0,16374.0,6.0,3.6643459142543056e-4,4.2158272528738776e-4,-7.83510758
United States of America,2,USA,1999-03-01,1999.0,1,3.0,19145.0,19.0,9.924262209454165e-4,8.473435041840814e-4,-7.10200861
United States of America,2,USA,1999-04-01,1999.0,2,4.0,17417.0,5.0,2.870758454383648e-4,4.112372130310157e-4,-7.87739187
United States of America,2,USA,1999-05-01,1999.0,2,5.0,15884.0,15.0,9.443465122135483e-4,8.355526143432269e-4,-7.11963018
United States of America,2,USA,1999-06-01,1999.0,2,6.0,16575.0,8.0,4.8265460030165913e-4,5.120947491780868e-4,-7.63590586
United States of America,2,USA,1999-07-01,1999.0,3,7.0,17090.0,7.0,4.095962551199532e-4,0.00038839069416182997,-7.90272635
United States of America,2,USA,1999-08-01,1999.0,3,8.0,14311.0,10.0,6.987631891551953e-4,7.510872584793385e-4,-7.24797445
United States of America,2,USA,1999-09-01,1999.0,3,9.0,15610.0,8.0,5.124919923126201e-4,4.910679284989766e-4,-7.67538037
United States of America,2,USA,1999-10-01,1999.0,4,10.0,15777.0,8.0,5.070672497940039e-4,5.907789222548968e-4,-7.49075995
United States of America,2,USA,1999-11-01,1999.0,4,11.0,15343.0,23.0,0.0014990549436224988,0.0014551278206299146,-6.55234921
United States of America,2,USA,1999-12-01,1999.0,4,12.0,13826.0,9.0,6.509474902357876e-4,6.561848042612983e-4,-7.37686384
United States of America,2,USA,2000-01-01,2e3,1,1.0,16761.0,12.0,7.159477358152855e-4,6.819886565692418e-4,-7.3259193
United States of America,2,USA,2000-02-01,2e3,1,2.0,17293.0,13.0,7.517492627074539e-4,7.46124573972512e-4,-7.23664621
United States of America,2,USA,2000-03-01,2e3,1,3.0,19502.0,9.0,4.6149112911496255e-4,4.940679805205564e-4,-7.66473903
United States of America,2,USA,2000-04-01,2e3,2,4.0,17119.0,8.0,4.6731701618085166e-4,5.167464569764493e-4,-7.6096329
United States of America,2,USA,2000-05-01,2e3,2,5.0,17360.0,29.0,0.0016705069124423964,0.0014459310694712208,-6.55901476
United States of America,2,USA,2000-06-01,2e3,2,6.0,17280.0,6.0,3.4722222222222224e-4,4.0041154745425206e-4,-7.88049006
United States of America,2,USA,2000-07-01,2e3,3,7.0,17106.0,16.0,9.353443236291359e-4,8.245870048997003e-4,-7.12554157
United States of America,2,USA,2000-08-01,2e3,3,8.0,16158.0,14.0,8.664438668151999e-4,7.649681563074806e-4,-7.21196916
United States of America,2,USA,2000-09-01,2e3,3,9.0,16213.0,9.0,5.551100968358725e-4,5.786374579589075e-4,-7.49591909
United States of America,2,USA,2000-10-01,2e3,4,10.0,18292.0,10.0,5.466870763175158e-4,5.689912227405609e-4,-7.51687159
United States of America,2,USA,2000-11-01,2e3,4,11.0,16930.0,13.0,7.678676904902539e-4,7.021530766231764e-4,-7.28937245
United States of America,2,USA,2000-12-01,2e3,4,12.0,15621.0,9.0,5.761474937584022e-4,6.629394119870736e-4,-7.35372588
United States of America,2,USA,2001-01-01,2001.0,1,1.0,21039.0,16.0,7.604924188411997e-4,8.158938049947121e-4,-7.14301372
United States of America,2,USA,2001-02-01,2001.0,1,2.0,17990.0,11.0,6.114508060033352e-4,5.802056041226143e-4,-7.49771405
United States of America,2,USA,2001-03-01,2001.0,1,3.0,20429.0,12.0,5.87400264330119e-4,6.088150326702928e-4,-7.43845782
United States of America,2,USA,2001-04-01,2001.0,2,4.0,21435.0,14.0,6.531373921156987e-4,6.899558968691585e-4,-7.31250761
United States of America,2,USA,2001-05-01,2001.0,2,5.0,18773.0,8.0,4.2614393011239544e-4,4.3343542311888555e-4,-7.80814995
United States of America,2,USA,2001-06-01,2001.0,2,6.0,18332.0,14.0,7.636919048658084e-4,7.986659715173042e-4,-7.16549141
United States of America,2,USA,2001-07-01,2001.0,3,7.0,20210.0,13.0,6.432459178624443e-4,6.793390041579841e-4,-7.33127169
United States of America,2,USA,2001-08-01,2001.0,3,8.0,17357.0,12.0,6.913637149276949e-4,7.313188646057413e-4,-7.26943792
United States of America,2,USA,2001-09-01,2001.0,3,9.0,20968.0,36.0,0.0017169019458222053,0.0015685327985479598,-6.47292477
United States of America,2,USA,2001-10-01,2001.0,4,10.0,25824.0,28.0,0.0010842627013630732,0.0010441694329630013,-6.88042588
United States of America,2,USA,2001-11-01,2001.0,4,11.0,18638.0,24.0,0.001287691812426226,0.001234107489968759,-6.71816565
United States of America,2,USA,2001-12-01,2001.0,4,12.0,15691.0,11.0,7.010388120578675e-4,7.032596726235524e-4,-7.29178553
United States of America,2,USA,2002-01-01,2002.0,1,1.0,20338.0,13.0,6.391975612154587e-4,6.721439237169709e-4,-7.33763092
United States of America,2,USA,2002-02-01,2002.0,1,2.0,17250.0,8.0,4.6376811594202896e-4,5.61043283712854e-4,-7.53940106
United States of America,2,USA,2002-03-01,2002.0,1,3.0,17286.0,9.0,5.206525511975009e-4,5.305557770912296e-4,-7.60507843
United States of America,2,USA,2002-04-01,2002.0,2,4.0,21076.0,15.0,7.117100018978934e-4,7.017461457439333e-4,-7.28782568
United States of America,2,USA,2002-05-01,2002.0,2,5.0,18111.0,14.0,7.730108773673458e-4,7.869929697361535e-4,-7.17711036
United States of America,2,USA,2002-06-01,2002.0,2,6.0,16821.0,12.0,7.133939718209382e-4,7.450265308211378e-4,-7.24336792
United States of America,2,USA,2002-07-01,2002.0,3,7.0,20448.0,10.0,4.890453834115806e-4,5.050395832207746e-4,-7.62948559
United States of America,2,USA,2002-08-01,2002.0,3,8.0,15475.0,16.0,0.0010339256865912762,0.0010630384103119143,-6.87775828
United States of America,2,USA,2002-09-01,2002.0,3,9.0,16200.0,17.0,0.0010493827160493827,0.0010817294331999746,-6.8586189
United States of America,2,USA,2002-10-01,2002.0,4,10.0,21479.0,16.0,7.449136365752596e-4,7.928014205890555e-4,-7.16464895
United States of America,2,USA,2002-11-01,2002.0,4,11.0,15466.0,12.0,7.75895512737618e-4,7.222200819213431e-4,-7.26840318
United States of America,2,USA,2002-12-01,2002.0,4,12.0,11766.0,4.0,3.399626041135475e-4,4.786494201362132e-4,-7.71711627
United States of America,2,USA,2003-01-01,2003.0,1,1.0,14811.0,23.0,0.0015528998717169672,0.0014387549906293947,-6.56681061
United States of America,2,USA,2003-02-01,2003.0,1,2.0,12449.0,17.0,0.0013655715318499479,0.0015149354274814082,-6.51789493
United States of America,2,USA,2003-03-01,2003.0,1,3.0,14616.0,32.0,0.0021893814997263274,0.0021620975694232173,-6.14900981
United States of America,2,USA,2003-04-01,2003.0,2,4.0,15552.0,21.0,0.0013503086419753086,0.0014085338796689562,-6.58772169
United States of America,2,USA,2003-05-01,2003.0,2,5.0,13704.0,14.0,0.0010215995329830706,0.001015371330574898,-6.91688872
United States of America,2,USA,2003-06-01,2003.0,2,6.0,12432.0,24.0,0.0019305019305019305,0.001995580010162802,-6.23502794
United States of America,2,USA,2003-07-01,2003.0,3,7.0,11539.0,24.0,0.0020799029378628995,0.0020805599905858586,-6.20029448
United States of America,2,USA,2003-08-01,2003.0,3,8.0,8080.0,12.0,0.0014851485148514852,0.0014929114845209383,-6.54022884
United States of America,2,USA,2003-09-01,2003.0,3,9.0,4682.0,14.0,0.00299017513882956,0.0034979544947617344,-5.69018648
United States of America,2,USA,2003-10-01,2003.0,4,10.0,3720.0,21.0,0.00564516129032258,0.00600819982498088,-5.12975343
United States of America,2,USA,2003-11-01,2003.0,4,11.0,3812.0,33.0,0.008656873032528857,0.008594835746401032,-4.76275859
United States of America,2,USA,2003-12-01,2003.0,4,12.0,8825.0,25.0,0.0028328611898017,0.0028794787558317062,-5.87314152
United States of America,2,USA,2004-01-01,2004.0,1,1.0,11610.0,17.0,0.0014642549526270457,0.001352301793230255,-6.62966562
United States of America,2,USA,2004-02-01,2004.0,1,2.0,10506.0,12.0,0.001142204454597373,0.0013074647454196528,-6.68459336
United States of America,2,USA,2004-03-01,2004.0,1,3.0,11190.0,23.0,0.002055406613047364,0.002098754491287382,-6.1833519
United States of America,2,USA,2004-04-01,2004.0,2,4.0,12279.0,39.0,0.0031761544099682387,0.003401431378109586,-5.6980519
United States of America,2,USA,2004-05-01,2004.0,2,5.0,10258.0,55.0,0.005361668941314096,0.0055573943178116305,-5.19851944
United States of America,2,USA,2004-06-01,2004.0,2,6.0,10122.0,33.0,0.003260225251926497,0.003345156993319626,-5.71250596
United States of America,2,USA,2004-07-01,2004.0,3,7.0,10990.0,32.0,0.0029117379435850774,0.0028898002311753862,-5.85879262
United States of America,2,USA,2004-08-01,2004.0,3,8.0,9402.0,52.0,0.005530738140821102,0.0051835601182235605,-5.26746835
United States of America,2,USA,2004-09-01,2004.0,3,9.0,9754.0,52.0,0.005331146196432233,0.005265944328637615,-5.25652123
United States of America,2,USA,2004-10-01,2004.0,4,10.0,10599.0,23.0,0.002170016039248986,0.0025725853378571846,-5.98054017
United States of America,2,USA,2004-11-01,2004.0,4,11.0,9780.0,38.0,0.003885480572597137,0.0037754902181203983,-5.58658488
United States of America,2,USA,2004-12-01,2004.0,4,12.0,8394.0,18.0,0.002144388849177984,0.0023525012033303186,-6.07016637
Canada,20,CAN,1990-01-01,1990.0,1,1.0,579.0,1.0,0.0017271157167530224,0.0019671084268783725,-6.47635367
Canada,20,CAN,1990-02-01,1990.0,1,2.0,512.0,2.0,0.00390625,0.0028308287310037194,-6.13034437
Canada,20,CAN,1990-03-01,1990.0,1,3.0,509.0,0.0,0.0,0.0010279929382408226,-7.18442859
Canada,20,CAN,1990-04-01,1990.0,2,4.0,576.0,0.0,0.0,9.345746144393577e-4,-7.24557154
Canada,20,CAN,1990-05-01,1990.0,2,5.0,750.0,2.0,0.0026666666666666666,0.001760017581406485,-6.5339416
Canada,20,CAN,1990-06-01,1990.0,2,6.0,803.0,0.0,0.0,0.0010915668327807567,-7.10366922
Canada,20,CAN,1990-07-01,1990.0,3,7.0,717.0,2.0,0.002789400278940028,0.0018708222211392545,-6.47141254
Canada,20,CAN,1990-08-01,1990.0,3,8.0,640.0,1.0,0.0015625,0.0014381367735209094,-6.79306784
Canada,20,CAN,1990-09-01,1990.0,3,9.0,779.0,0.0,0.0,0.0010387050564097519,-7.10214945
Canada,20,CAN,1990-10-01,1990.0,4,10.0,943.0,3.0,0.003181336161187699,0.0026652596562622456,-6.0618107
Canada,20,CAN,1990-11-01,1990.0,4,11.0,828.0,1.0,0.0012077294685990338,0.0015423865157352503,-6.69113955
Canada,20,CAN,1990-12-01,1990.0,4,12.0,145.0,0.0,0.0,0.0017434191486099407,-6.70131203
Canada,20,CAN,1991-01-01,1991.0,1,1.0,906.0,3.0,0.0033112582781456954,0.0022167716015170976,-6.31555125
Canada,20,CAN,1991-02-01,1991.0,1,2.0,817.0,0.0,0.0,8.3894080653384e-4,-7.36783311
Canada,20,CAN,1991-03-01,1991.0,1,3.0,914.0,0.0,0.0,4.1873285761721726e-4,-8.06493551
Canada,20,CAN,1991-04-01,1991.0,2,4.0,1006.0,1.0,9.940357852882703e-4,7.985664050553977e-4,-7.44965676
Canada,20,CAN,1991-05-01,1991.0,2,5.0,985.0,1.0,0.0010152284263959391,7.203089952061945e-4,-7.51351665
Canada,20,CAN,1991-06-01,1991.0,2,6.0,805.0,0.0,0.0,3.1706528164448193e-4,-8.38320321
Canada,20,CAN,1991-07-01,1991.0,3,7.0,754.0,0.0,0.0,3.245228230656669e-4,-8.45227557
Canada,20,CAN,1991-08-01,1991.0,3,8.0,707.0,0.0,0.0,2.822514018471887e-4,-8.5881427
Canada,20,CAN,1991-09-01,1991.0,3,9.0,929.0,1.0,0.001076426264800861,3.9459076402492606e-4,-8.16141183
Canada,20,CAN,1991-10-01,1991.0,4,10.0,1079.0,0.0,0.0,2.1426564440287112e-4,-8.72263438
Canada,20,CAN,1991-11-01,1991.0,4,11.0,951.0,0.0,0.0,1.4073992688873492e-4,-9.18168736
Canada,20,CAN,1991-12-01,1991.0,4,12.0,771.0,0.0,0.0,1.401877616803613e-4,-9.24803802
Canada,20,CAN,1992-01-01,1992.0,1,1.0,1037.0,0.0,0.0,1.5489205649082936e-4,-9.142267
Canada,20,CAN,1992-02-01,1992.0,1,2.0,1056.0,0.0,0.0,1.5248312839772086e-4,-9.18188681
Canada,20,CAN,1992-03-01,1992.0,1,3.0,1186.0,0.0,0.0,3.044330811360723e-4,-8.50511632
Canada,20,CAN,1992-04-01,1992.0,2,4.0,1166.0,1.0,8.576329331046312e-4,8.476935013525635e-4,-7.43698297
Canada,20,CAN,1992-05-01,1992.0,2,5.0,1097.0,2.0,0.0018231540565177757,0.0012194863059220003,-6.8881677
Canada,20,CAN,1992-06-01,1992.0,2,6.0,1130.0,0.0,0.0,0.0010024359959497067,-7.17620638
Canada,20,CAN,1992-07-01,1992.0,3,7.0,963.0,3.0,0.003115264797507788,0.002237863831231542,-6.22396159
Canada,20,CAN,1992-08-01,1992.0,3,8.0,761.0,1.0,0.001314060446780552,0.0011466084984417,-6.93687047
Canada,20,CAN,1992-09-01,1992.0,3,9.0,1054.0,1.0,9.487666034155598e-4,0.0011583123200598153,-6.96146228
Canada,20,CAN,1992-10-01,1992.0,4,10.0,1143.0,2.0,0.0017497812773403325,0.0011034882126774558,-7.06011186
Canada,20,CAN,1992-11-01,1992.0,4,11.0,1112.0,0.0,0.0,3.598586479226168e-4,-8.29411845
