ccode,year,ingo_uia,polity2,xrcomp,xropen,xconst,parcomp,physint,disap,kill,polpris,tort,injud,amnesty,pop,gdppc,rentspc,military,execrlc,trade_gdp,fdi_net_in,public_trial,fair_trial,final_decision,legislative_ck,structad,imfstruct,wbimfstruct,britcol,common,hr_law,cat_ratify,cpr_ratify,ythblgap,latent,latent_sd,cwar,iwar,aibr_lag,ainr_lag,avmdia_lag,hro_shaming_lag,physint_lag,amnesty_lag,disap_lag,kill_lag,polpris_lag,tort_lag,latent_lag
20,1986,7.175489713624222,10,3,4,7,5,8,2,2,2,2,2,1,10.172872116931273,9.599325088048138,6.690794964575726,0,1,4.002505808992103,0.772229790687561,2,2,0,0,0,0,0,1,1,0,0,1,21.3999996185303,2.34876123869405,0.385748320258465,0,0,16,0,15.5,1,8,2,2,2,2,2,2.20780825443875
20,1987,7.331714969726466,10,3,4,7,5,8,2,2,2,2,2,1,10.186963165228082,9.671166390493642,6.4486006909539,0,1,3.9600657910029002,1.92504978179932,2,2,0,0,0,0,0,1,1,0,1,1,20.7000007629395,2.4466449123577,0.386413073876281,0,0,0,0,0.0,0,8,1,2,2,2,2,2.34876123869405
20,1990,7.4999765409521215,10,3,4,7,5,8,2,2,2,2,2,1,10.229218738624892,9.816370715440323,6.6254539679062745,0,1,3.9415181038999028,1.30089318752289,2,2,0,0,0,0,0,1,1,0,1,1,18.5,2.45170320805493,0.382724050821263,0,0,0,0,0.0,0,8,3,2,2,2,2,2.49607627989856
20,1991,7.516977224604321,10,3,4,7,5,8,2,2,2,2,2,1,10.241779917432726,9.800804006152203,6.618081070549692,0,1,3.9281477926209107,0.480499565601349,2,2,0,0,0,0,0,1,1,0,1,1,18.2000007629395,2.35399646191051,0.375864173201759,0,0,4,0,0.5,0,8,1,2,2,2,2,2.45170320805493
20,1992,7.560601162768557,10,3,4,7,5,7,2,2,2,1,2,1,10.253593568230679,9.816117020148829,6.4610246194397645,0,1,3.999288243726609,0.824250757694244,2,2,0,0,0,0,0,1,1,0,1,1,17.8999996185303,2.20424909509851,0.361906746951066,0,0,1,0,0.5,0,8,1,2,2,2,2,2.35399646191051
20,1993,7.591861714889934,10,3,4,7,5,8,2,2,2,2,2,1,10.264719646873468,9.843929674046661,6.381421328135619,0,1,4.1012574493067175,0.842496931552887,2,2,0,0,0,0,0,1,1,0,1,1,17.6000003814697,2.27210280765461,0.355101615379444,0,0,3,0,0.0,0,7,1,2,2,2,1,2.20424909509851
20,1994,7.622663951323595,10,3,4,7,5,7,2,2,2,1,2,1,10.2752876327188,9.901020010657168,6.276863971744726,0,3,4.202087149077736,1.45683741569519,2,2,0,0,0,0,0,1,1,0,1,1,17.2999992370605,2.25069253350665,0.346906027378773,0,0,1,0,0.0,0,8,1,2,2,2,2,2.27210280765461
20,1996,7.6577552711348655,10,3,4,7,5,8,2,2,2,2,2,1,10.2950497954753,9.978407159510894,6.484348841903053,0,3,4.287000066000046,1.56984543800354,2,2,0,0,0,0,0,1,1,1,1,1,16.8999996185303,2.52830802123834,0.354195229716631,0,0,1,0,0.0,0,8,4,2,2,2,2,2.37523357246732
40,1981,5.541263545158426,-7,1,4,1,1,4,1,2,0,1,0,3,9.181115453989086,7.9722625470002955,2.551679947194687,0,3,4.340945366076664,1.15475380420685,0,0,2,0,0,0,0,0,0,0,0,0,28.7000007629395,-1.25400233190564,0.208231803458653,0,0,0,2,0.0,0,4,1,0,1,0,1,-0.648250905458046
40,1982,5.777652323222656,-7,3,4,1,1,2,1,1,0,0,0,3,9.18903705921463,8.153338247141276,3.066855290440927,0,3,4.3410259493325505,4.77247012895532e-5,0,0,2,0,0,0,0,0,0,0,0,0,29.2000007629395,-1.33513192562216,0.206760285386928,0,0,0,0,0.0,0,4,3,1,2,0,1,-1.25400233190564
