ccode,year,ingo_uia,polity2,xrcomp,xropen,xconst,parcomp,physint,disap,kill,polpris,tort,injud,amnesty,pop,gdppc,rentspc,military,execrlc,trade_gdp,fdi_net_in,public_trial,fair_trial,final_decision,legislative_ck,structad,imfstruct,wbimfstruct,britcol,common,hr_law,cat_ratify,cpr_ratify,ythblgap,latent,latent_sd,cwar,iwar,aibr_lag,ainr_lag,avmdia_lag,hro_shaming_lag,physint_lag,amnesty_lag,disap_lag,kill_lag,polpris_lag,tort_lag,latent_lag
325,1983,7.577121930876679,10,3,4,7,5,7,2,2,2,1,2,2,10.94345856375941,9.261469702922463,3.6880476950291916,0,2,3.734390966641989,0.278678774833679,0,0,2,0,0,0,0,0,0,1,0,1,20.0,0.700635091089577,0.260545232217491,0,0,1,1,0.0,0,7,2,2,2,2,1,0.799800049085557
325,1984,7.61085279039525,10,3,4,7,5,8,2,2,2,2,2,2,10.94356230033505,9.317336549209976,3.612333091391125,0,3,3.788756825123095,0.313023567199707,0,0,2,0,0,0,0,0,0,1,0,1,20.2000007629395,0.929508681747702,0.250831262259024,0,0,3,3,0.5,0,7,2,2,2,2,1,0.700635091089577
325,1985,7.61085279039525,10,3,4,7,5,7,2,2,2,1,2,2,10.943641818532566,9.377269064162656,3.541836982579061,0,3,3.7934938705097703,0.245968490839005,0,0,2,0,0,0,0,0,0,1,0,1,20.2999992370605,0.9754138929714,0.236913375297932,0,0,9,0,0.0,0,8,2,2,2,2,2,0.929508681747702
325,1986,7.440146680662688,10,3,4,7,5,8,2,2,2,2,2,2,10.943740588999358,9.448720849500113,3.0808182131400983,0,3,3.6288396689147655,-0.0278369355946779,0,0,2,0,0,0,0,0,0,1,0,1,19.8999996185303,0.945031161675752,0.231146921786154,0,0,5,0,0.0,0,7,2,2,2,2,1,0.9754138929714
325,1987,7.6487397889562425,10,3,4,7,5,6,2,2,1,1,2,2,10.94387362216907,9.512139084150547,2.748108354165158,0,3,3.6120748491052956,0.537756979465485,0,0,2,0,0,0,0,0,0,1,0,1,19.5,0.793884574978056,0.229499274310307,0,0,4,0,0.0,0,8,2,2,2,2,2,0.945031161675752
325,1988,7.726212650507529,10,3,4,7,5,8,2,2,2,2,2,3,10.944179548973347,9.581462451661801,2.3879630980054114,0,2,3.599291539319627,0.791736483573914,0,0,2,0,0,0,0,0,0,1,0,1,19.2000007629395,0.965423293010132,0.240935156551937,0,0,4,0,0.0,0,6,2,2,2,1,1,0.793884574978056
325,1989,7.775695749915245,10,3,4,7,5,6,2,2,1,1,2,2,10.944812124887436,9.646124511078124,3.000470898814612,0,2,3.653116242624912,0.242047756910324,0,0,2,0,0,0,0,0,0,1,1,1,18.7999992370605,1.03243106889954,0.233744187849241,0,0,2,0,0.0,1,8,3,2,2,2,2,0.965423293010132
325,1990,7.816416983691801,10,3,4,7,5,7,2,2,2,1,2,2,10.945868761962503,9.716741622622044,3.063358015266048,0,2,3.633193337851862,0.563284039497375,0,0,2,0,0,0,0,0,0,1,1,1,18.3999996185303,1.07420392085056,0.232306476896329,0,0,4,0,0.0,1,6,2,2,2,1,1,1.03243106889954
325,1991,7.846980982138788,10,3,4,7,5,7,2,2,2,1,2,2,10.94743490430052,9.766005509214866,3.039297845990774,0,2,3.5635555596129778,0.199937984347343,0,0,2,0,0,0,0,0,0,1,1,1,17.8999996185303,1.03922465456797,0.229525356457733,0,0,2,0,0.0,0,7,2,2,2,2,1,1.07420392085056
325,1992,7.8804263442924,10,3,4,7,5,7,2,2,2,1,2,2,10.949464418495092,9.794099492755613,2.514905360215595,0,2,3.5936538139641834,0.244074389338493,0,0,2,0,0,0,0,0,0,1,1,1,17.3999996185303,0.944754555390218,0.222525756927813,0,0,5,0,0.0,1,7,2,2,2,2,1,1.03922465456797
325,1994,7.934513463882263,10,3,4,7,5,6,2,2,2,0,2,2,10.95402959283323,9.82362149592554,2.5351698667723794,0,3,3.7410118776878525,0.207650154829025,0,0,2,0,0,0,0,0,0,1,1,1,16.2999992370605,0.710027228641099,0.2241827340787,0,0,9,0,0.0,0,7,3,2,2,2,1,0.805764589601117
325,1995,7.959275960116396,10,3,4,7,5,6,2,2,2,0,2,2,10.956074227142267,9.868905942086682,2.583646106681449,0,1,3.8625805747461475,0.427806079387665,0,0,2,0,0,0,0,0,0,1,1,1,15.8000001907349,0.789095441215003,0.226795008576271,0,0,8,0,0.0,0,6,2,2,2,2,0,0.710027228641099
325,1996,7.9966538754626075,10,3,4,7,5,7,2,2,2,1,2,1,10.957813693706349,9.899892096624153,2.550701532737731,0,1,3.7986679037566087,0.280007064342499,0,0,2,0,0,0,0,0,0,1,1,1,15.1999998092651,1.00588126990199,0.229870551659739,0,0,7,2,0.0,0,6,2,2,2,2,0,0.789095441215003
325,1998,8.054522609537294,10,3,4,7,5,8,2,2,2,2,2,2,10.960622249882912,9.955487322311164,1.9064954342794098,0,2,3.85196831337212,0.215143665671349,0,0,2,0,0,0,0,0,0,1,1,1,14.1000003814697,1.3238744093952,0.239424922625821,0,0,5,2,0.0,0,7,4,2,2,2,1,1.24281893668274
325,1999,8.074960359115858,10,3,4,7,5,5,2,1,1,1,2,2,10.96191392906291,9.98615496649865,2.2310698783058265,0,2,3.8424865008304883,0.574654281139374,0,0,2,0,0,0,0,0,0,1,1,1,13.5,1.17341285665136,0.234119366332295,0,0,2,0,0.0,0,8,2,2,2,2,2,1.3238744093952
339,1981,3.8918202981106265,-9,1,4,1,1,1,1,0,0,0,0,3,7.909955781300177,7.758760544157663,5.809290684484831,0,3,3.7954353533436835,1.1079169511795,1,0,0,-1,0,0,0,0,0,0,0,0,33.0,-1.06597869044301,0.207955084765663,0,0,11,0,0.0,0,0,4,2,1,0,1,0.557797022332088
339,1982,4.219507705176107,-9,1,4,1,1,2,2,0,0,0,0,3,7.930242177260755,7.818027938530729,5.506063007912915,0,3,3.767055885384568,0.108105637133121,1,0,0,-1,0,0,0,0,0,0,0,0,32.5,-1.06058037024105,0.20546564960835,0,0,16,1,0.0,0,1,3,1,0,0,0,-1.06597869044301
339,1983,4.23410650459726,-9,1,4,1,1,2,2,0,0,0,0,3,7.950615223654154,7.8567067930958405,5.183488679848108,0,3,3.6637058117313765,0.671148836612701,1,0,0,-1,0,0,0,0,0,0,0,0,32.0999984741211,-1.03137283806684,0.203232502921532,0,0,11,3,0.0,0,2,3,2,0,0,0,-1.06058037024105
339,1984,4.2626798770413155,-9,1,4,1,1,1,1,0,0,0,0,3,7.971085753505607,7.893572073504902,5.0937343802193356,0,3,3.6052377070381194,1.21682870388031,1,0,0,-1,0,0,0,0,0,0,0,0,31.7000007629395,-1.01693601919837,0.203395248248729,0,0,2,0,0.0,0,2,3,2,0,0,0,-1.03137283806684
339,1990,4.276666119016055,1,2,4,3,3,3,2,1,0,0,1,3,8.086650246528391,8.125264057260713,4.123234383575673,0,3,3.6393158328302286,1.19225192070007,1,0,0,-1,0,0,0,0,0,0,0,0,29.0,-0.426353430817273,0.203569943147951,0,0,1,0,0.0,0,8,3,2,0,0,0,-0.587987290152368
339,1991,4.30406509320417,1,2,4,3,3,4,2,1,0,1,2,3,8.099927732222293,7.409360525414054,3.651182946505801,0,3,3.5500881718205894,14.4446296691895,0,0,2,2,0,0,0,0,0,0,0,1,28.5,-0.0675617960516841,0.205523738120838,0,0,6,1,0.0,0,3,3,2,1,0,0,-0.426353430817273
339,1992,4.48863636973214,5,3,4,5,3,6,2,2,1,1,1,2,8.109675979181942,7.102680409342311,3.1957280427350727,0,3,4.60519704109624,2.81907486915588,0,0,2,1,0,1,1,0,0,0,0,1,28.1000003814697,0.294146174772416,0.208855174559631,0,0,10,0,0.0,0,4,3,2,1,0,1,-0.0675617960516841
339,1993,4.90527477843843,5,3,4,5,3,6,2,2,1,1,1,2,8.117211024476495,7.449678326529482,2.9743654256844523,0,1,4.353049223526664,4.7228536605835,1,2,2,1,1,1,1,0,0,0,0,1,27.6000003814697,0.385562901896951,0.208737258275147,0,0,5,0,0.0,0,6,2,2,2,1,1,0.294146174772416
339,1994,5.19295685089021,5,3,4,5,3,7,2,2,2,1,2,3,8.125163423564324,7.747825655344829,2.813706350241212,0,1,3.9180451040822732,2.66912031173706,1,2,2,1,0,0,0,0,0,0,1,1,27.2000007629395,0.323832762322455,0.214249678750286,0,0,4,0,0.0,0,6,2,2,2,1,1,0.385562901896951
339,1995,5.37989735354046,5,3,4,5,3,4,2,0,1,1,1,3,8.131683640086415,7.919014314045648,2.8595073501010737,0,1,3.849879968944609,2.88719439506531,1,2,2,1,1,0,1,0,0,0,1,1,26.7000007629395,0.093047488185316,0.213152932640907,0,0,9,4,0.0,0,7,3,2,2,2,1,0.323832762322455
339,1996,5.552959584921617,-9,1,4,5,3,4,2,1,1,0,1,3,8.13585370592171,8.012740550321015,3.0166971281838837,0,1,3.8617250522839806,2.99015879631042,1,2,2,1,0,0,0,0,0,0,1,1,26.3999996185303,-0.0696055842504811,0.209732729019919,0,0,8,3,0.0,0,4,3,2,0,1,1,0.093047488185316
339,1997,5.703782474656201,5,2,4,5,4,4,2,1,1,0,1,4,8.139743948261028,7.876368974951996,2.6085286602046582,0,1,3.8546253500385115,2.16280341148376,1,2,2,1,0,0,0,0,0,0,1,1,26.0,-0.240134205393154,0.221435810742364,0,0,11,3,0.0,0,4,3,2,1,1,0,-0.0696055842504811
339,1998,5.855071922202427,5,2,4,5,4,5,2,1,1,1,1,3,8.143584244598301,7.9889433097898825,2.066703350367085,0,3,3.8096560176580065,1.65008068084717,1,2,2,1,1,1,1,0,0,0,1,1,25.7000007629395,-6.49884197147635e-4,0.208244572952511,0,0,3,5,0.0,0,4,4,2,1,1,0,-0.240134205393154
339,1999,5.902633333401366,5,2,4,5,4,5,2,1,2,0,1,3,8.148298171271534,8.161777454343667,2.4151847010522927,0,3,3.8982468312726293,1.19962644577026,1,2,2,1,1,0,1,0,0,1,1,1,25.2999992370605,0.0269977730545957,0.209437355377253,0,0,0,0,0.5,0,5,3,2,1,1,1,-6.49884197147635e-4
343,1993,2.302585092994046,6,2,4,5,4,7,2,2,2,1,2,2,7.581505549931351,8.319310383958191,0.0,0,3,4.619509707184794,0.35068142414093,1,0,2,1,0,0,0,0,0,0,0,0,21.8999996185303,0.948856286204057,0.235024495057229,0,0,1,0,0.0,0,2,3,2,2,2,0,0.265430239529917
343,1994,4.356708826689592,6,2,4,5,4,7,2,2,2,1,2,1,7.592466980720981,8.351313326178438,0.0,0,3,4.461345608506913,0.70979243516922,1,0,2,1,1,0,1,0,0,0,1,1,21.7000007629395,1.03902761972115,0.231977639347887,0,0,1,0,0.0,0,7,2,2,2,2,1,0.948856286204057
343,1997,5.572154032177765,6,2,4,5,4,6,2,2,1,1,2,3,7.601842018018749,8.425895550599247,0.0,0,3,4.4791762333262675,0.421383798122406,1,0,2,1,1,1,1,0,0,1,1,1,21.2999992370605,0.70047017307118,0.230453176188113,0,0,2,0,0.0,0,6,3,2,2,1,1,0.934899067924877
343,1998,5.768320995793772,6,2,4,5,4,7,2,2,2,1,2,3,7.608359585932482,8.447804527328012,0.0,0,3,4.577716371903828,4.21395301818848,1,0,2,1,0,0,0,0,0,1,1,1,21.2000007629395,0.66704584066347306,0.223563878714815,0,0,2,1,0.0,0,6,3,2,2,1,1,0.70047017307118
343,1999,5.855071922202427,6,2,4,5,4,6,2,2,1,1,2,2,7.617002161031506,8.521011890893513,0.0,0,0,4.546751733601875,2.40673065185547,1,0,2,1,1,0,1,0,0,1,1,1,21.1000003814697,0.669471776071255,0.217649840518614,0,0,1,0,0.0,0,7,3,2,2,2,1,0.66704584066347306
344,1992,2.70805020110221,-3,1,4,3,3,2,0,0,1,1,1,4,8.431445742605485,8.756937386399072,4.060843802284783,0,1,4.734411373432972,0.126465544104576,1,1,0,2,0,0,0,0,0,0,1,1,16.8999996185303,-1.19412229643339,0.250119882249425,0,0,3,21,0.0,0,5,3,2,1,2,1,-2.48003643699501
344,1993,5.645446897643238,-3,1,4,3,3,2,1,1,0,0,1,3,8.440415813413003,8.67992579808342,3.791494046189567,0,1,4.6631091043456685,1.32274854183197,1,1,0,2,0,0,0,0,0,0,1,1,16.8999996185303,-1.13501647683816,0.22104543808743,0,0,1,0,0.0,0,2,4,0,0,1,1,-1.19412229643339
344,1994,6.208590026096629,-3,1,4,3,3,4,1,1,1,1,1,3,8.446749267661971,8.758335390893112,3.5803455907031863,0,1,4.519170093908569,0.785003662109375,1,1,0,2,0,1,1,0,0,0,1,1,16.8999996185303,-0.916208997488509,0.208648151715335,0,0,7,0,0.5,0,2,3,1,1,0,0,-1.13501647683816
344,1995,6.529418838262226,-5,1,4,3,2,2,1,0,0,1,1,5,8.448700194970938,8.812248018197431,3.595366126639229,0,1,4.313025452561925,0.490134567022324,1,1,0,2,0,0,0,0,0,0,1,1,16.8999996185303,-0.968126280829271,0.224914592722713,0,0,3,0,0.0,0,4,3,1,1,1,1,-0.916208997488509
344,1996,6.720220155135295,-5,1,4,3,2,7,2,1,2,2,1,3,8.445402839197742,8.876101838780949,3.7217073616569767,0,1,4.361937310858156,2.11010503768921,1,1,0,2,0,0,0,0,0,0,1,1,16.8999996185303,-0.312799737181884,0.213229318101541,0,0,4,3,0.5,0,2,5,1,0,0,1,-0.968126280829271
344,1997,6.833031732786201,-5,1,4,3,2,8,2,2,2,2,1,3,8.437723486212093,8.962186657657805,3.61449382148665,0,1,4.435979448636631,2.30254125595093,1,1,0,2,1,1,1,0,0,0,1,1,17.0,0.022081316784172,0.213439899473615,0,0,5,1,0.5,2,7,3,2,1,2,2,-0.312799737181884
344,1998,6.933423025730715,-5,1,4,3,2,5,2,1,1,1,1,3,8.427789136071548,9.022413132661393,3.067462369846987,0,1,4.349998218404936,3.74737334251404,1,1,0,2,0,0,0,0,0,0,1,1,17.0,0.167207267099953,0.208624344192574,0,0,8,1,0.0,0,8,3,2,2,2,2,0.022081316784172
344,1999,6.985641817639208,1,2,4,7,2,7,2,2,2,1,1,3,8.418779601010943,9.036366674644865,3.233872220240439,0,1,4.371888788148097,6.29347276687622,1,1,0,2,0,0,0,0,0,0,1,1,17.0,0.503981136077544,0.218407565688949,0,0,6,5,0.5,0,5,3,2,1,1,1,0.167207267099953
345,1981,6.504288173536645,-5,1,4,4,1,4,1,1,0,2,1,3,10.019980867971933,8.463370384718731,0.0,0,3,4.622596352461743,0.109433546662331,1,0,2,0,0,1,1,0,0,0,0,0,21.7000007629395,-0.795330104032946,0.204011220403157,0,0,2,2,0.0,0,5,2,2,2,2,1,-2.06712286204885
345,1982,6.838405200847344,-5,1,4,4,1,3,1,1,0,1,1,3,10.027561867638054,8.510369966068112,0.0,0,3,4.447038126008995,0.04236164316535,1,0,2,0,0,0,0,0,0,1,0,0,21.3999996185303,-0.81655082170288,0.200669183883591,0,0,2,0,0.5,0,4,3,1,1,0,2,-0.795330104032946
345,1983,6.855408798609928,-5,1,4,4,1,4,1,2,0,1,1,3,10.034735089145801,8.522180732927277,0.0,0,3,3.8625805747461475,0.204766005277634,1,0,2,0,0,0,0,0,0,0,0,0,21.0,-0.648250905458046,0.201410325390106,0,0,2,0,0.5,0,3,3,1,1,0,1,-0.81655082170288
345,1984,6.878326468291325,-5,1,4,4,1,4,2,1,0,1,1,3,10.041770140336135,8.544808358449211,0.0,0,3,3.728784341207988,1.17289340496063,1,0,2,0,0,1,1,0,0,0,0,0,20.7000007629395,-0.664833597380373,0.201320721128361,0,0,3,0,0.0,0,4,3,1,2,0,1,-0.648250905458046
345,1985,6.878326468291325,-5,1,4,4,1,4,2,2,0,0,1,3,10.048626318202366,8.551014739891748,0.0,0,3,3.7896888902425885,5.93030691146851,1,0,2,0,0,1,1,0,0,0,0,0,20.3999996185303,-0.633745917427933,0.199839652254096,0,0,0,0,0.0,0,4,3,2,1,0,1,-0.664833597380373
345,1986,6.852242569051878,-5,1,4,4,1,4,2,2,0,0,1,3,10.055092136668023,8.626585568187433,0.0,0,3,4.337439029309994,0.507048487663269,1,0,2,0,0,0,0,0,0,0,0,0,20.2000007629395,-0.499199718084031,0.204476179667116,0,0,0,0,0.0,0,4,3,2,2,0,0,-0.633745917427933
345,1987,6.937314081223682,-5,1,4,4,1,5,2,2,0,1,1,3,10.061217533302013,8.61341204915678,0.0,0,3,3.7410118776878525,3.1956250667572,1,0,2,0,0,0,0,0,0,0,0,0,20.0,-0.550995392658244,0.203544056125534,0,0,9,0,0.0,0,4,3,2,2,0,0,-0.499199718084031
345,1988,6.9975959829819265,-5,1,4,4,1,3,1,2,0,0,0,3,10.067560274273285,8.61794309451638,0.0,0,3,3.6417708482405677,2.2393696308136,1,0,2,0,0,1,1,0,0,0,0,0,19.7000007629395,-0.809050949304613,0.209434296883667,0,0,6,0,0.5,0,5,3,2,2,0,1,-0.550995392658244
345,1989,7.051855622955894,-5,1,4,4,1,2,1,1,0,0,1,3,10.073019334401689,8.662331957082475,0.0,0,3,2.962344817476988,2.50209307670593,1,0,2,0,0,0,0,0,0,0,0,0,19.5,-0.896055044595393,0.205427824592737,0,0,5,0,0.0,0,3,3,1,2,0,0,-0.809050949304613
345,1990,7.081708586105575,-5,1,4,3,2,5,2,2,1,0,1,3,10.078196876327942,8.202860457313257,0.0,0,3,3.6904235951765596,144.515777587891,1,0,2,0,0,1,1,0,0,1,0,0,19.2999992370605,-0.896816843167374,0.209235867323663,0,0,13,0,0.0,0,2,3,1,1,0,0,-0.896055044595393
345,1991,7.1284959456800365,-5,1,4,3,2,1,0,0,1,0,1,4,10.08292996857924,8.11488708839324,3.466859236410736,0,3,2.8662485730837814,0.430380612611771,1,0,2,0,0,0,0,0,0,0,0,0,19.2000007629395,-1.33164584784545,0.222455346788382,0,0,10,0,0.0,0,5,3,2,2,1,0,-0.896816843167374
345,1992,7.171656822768514,10,1,4,1,3,1,1,0,0,0,0,3,9.254548626640503,7.811467228649432,2.756026837872116,0,0,4.623675948021423,-0.412969172000885,0,0,2,2,0,0,0,0,0,0,0,0,19.5,-1.36162021699966,0.222021018935182,0,0,31,1,0.5,0,1,4,0,0,1,0,-1.33164584784545
345,1993,7.067319848653476,-8,1,4,7,1,1,1,0,0,0,0,3,9.257796313132479,7.462324066496017,2.527523906859663,0,3,4.012081043246055,2.47974228858948,0,0,2,2,0,0,0,0,0,0,0,0,19.1000003814697,-1.37026124994831,0.218696278019203,0,0,21,0,1.0,0,1,3,1,0,0,0,-1.36162021699966
345,1994,6.966967138613983,-5,1,4,2,2,4,2,1,1,0,0,5,9.260938424739274,7.503466020850606,2.424241098611224,0,3,4.70251811084412,2.78924345970154,0,0,2,2,0,0,0,0,0,1,0,0,19.1000003814697,-1.34514119168963,0.21948697012024,0,0,26,1,2.0,0,1,3,1,0,0,0,-1.37026124994831
345,1995,6.866933284461882,-6,1,4,1,1,1,0,1,0,0,0,4,9.26407069439715,7.582122209440186,2.4612384618460976,0,3,4.2351573712665695,0.4310542345047,0,0,2,2,0,0,0,0,0,0,0,0,19.1000003814697,-1.33297887920527,0.221120434969687,0,0,11,3,0.5,0,4,5,2,1,1,0,-1.34514119168963
345,1996,6.8308742346461795,10,3,4,4,2,4,1,1,1,1,0,2,9.266815218904162,7.658878872063201,2.566814251540567,0,3,2.441288394284419,3.46917271614075,0,0,2,2,0,0,0,0,0,1,0,0,19.0,-1.16438270288463,0.214146754614937,0,0,16,2,0.0,0,1,4,0,1,0,0,-1.33297887920527
345,1997,6.84587987526405,10,3,4,7,1,2,1,1,0,0,0,4,9.268986567408916,7.750029111478396,2.3974724456043868,0,3,3.710806031768469,3.46102452278137,0,0,2,2,0,0,0,0,0,0,0,0,19.0,-1.43190398212801,0.2143174672646,0,0,12,0,0.0,0,4,2,1,1,1,1,-1.16438270288463
345,1998,6.893656354602635,6,3,4,5,4,0,0,0,0,0,0,5,9.27058845232154,7.815259522475654,1.7887534246346917,0,3,3.9976575372759457,0.6973517537117,0,0,2,2,0,0,0,0,0,0,0,0,19.0,-1.85024241637514,0.22901891211537,1,0,11,3,1.0,0,2,4,1,1,0,0,-1.43190398212801
345,1999,6.906754778648554,6,2,2,3,4,0,0,0,0,0,0,5,9.271717651651086,7.537834856074507,1.9851611513893563,0,3,3.8147922966750705,0.635183274745941,0,0,2,2,0,0,0,0,0,0,0,0,18.8999996185303,-1.89466174716217,0.230883333985212,1,0,20,21,5.0,1,0,5,0,0,0,0,-1.85024241637514
350,1981,6.555356891810665,8,3,4,5,5,7,2,2,1,2,2,2,9.182782107324238,8.837117840204769,2.3127422270384606,0,1,4.049181131444771,1.04175543785095,1,0,2,-1,0,0,0,0,0,0,0,0,19.1000003814697,0.744906561682508,0.251846653910214,0,0,0,0,1.0,0,3,3,1,0,1,1,-1.89336213383603
350,1982,6.950814768442584,8,3,4,5,5,6,2,2,0,2,2,2,9.189662041363752,8.858751045762315,3.742393752839568,0,1,3.9294646168285294,0.837145447731018,1,0,2,-1,0,0,0,0,0,1,0,0,19.1000003814697,0.680262792259675,0.241541190305431,0,0,9,0,0.0,0,7,2,2,2,1,2,0.744906561682508
350,1983,6.983789965258135,8,3,4,5,5,4,2,1,0,1,2,2,9.195008436229198,8.875162697048273,3.7397694012148426,0,1,3.9129946706597227,0.93139511346817,1,0,2,-1,0,0,0,0,0,1,0,0,19.1000003814697,0.535942804821968,0.238663749321531,0,0,0,0,1.0,0,6,2,2,2,0,2,0.680262792259675
350,1984,7.026426808699636,8,3,4,5,5,5,2,2,0,1,2,2,9.199517010142346,8.91394713392208,3.6903906484153803,0,1,3.906422559073026,1.05917930603027,1,0,2,-1,0,0,0,0,0,1,0,0,19.1000003814697,0.562629117185249,0.237656064674336,0,0,42,3,0.0,0,4,2,2,1,0,1,0.535942804821968
350,1985,7.026426808699636,8,3,4,5,5,5,2,1,0,2,2,2,9.20374768791283,8.95954038277737,3.625019921974957,0,1,3.8936709704115353,0.980257987976074,1,0,2,-1,0,0,0,0,0,1,0,0,19.1000003814697,0.5308497366512,0.230851948045743,0,0,15,0,0.0,0,5,2,2,2,0,1,0.562629117185249
350,1986,6.999422467507961,10,3,4,7,5,5,2,1,0,2,2,3,9.207640731223064,8.995572893218558,2.86751933266208,0,1,3.9484731281268086,0.876090824604034,1,0,2,2,0,0,0,0,0,1,0,0,19.1000003814697,0.444913043036069,0.233376620772533,0,0,1,3,0.0,4,5,2,2,1,0,2,0.5308497366512
350,1987,7.113956109566034,10,3,4,7,5,6,2,2,1,1,2,2,9.211171026886849,9.00346625278437,2.978973807608174,0,3,3.940844743994281,1.09098291397095,1,0,2,2,0,0,0,0,0,1,0,0,19.0,0.383274979553634,0.22513831562923,0,0,2,0,0.0,0,5,3,2,1,0,2,0.444913043036069
350,1988,7.192182058713246,10,3,4,7,5,5,2,2,0,1,2,2,9.21497362187764,9.082674031970305,2.5740909622444863,0,3,3.8745105004249676,1.24724960327148,1,0,2,2,0,0,0,0,0,1,1,0,18.8999996185303,0.370985637190188,0.223765266081485,0,0,4,0,0.0,0,6,2,2,2,1,1,0.383274979553634
350,1989,7.239214973779806,10,3,4,7,5,5,2,1,0,2,2,2,9.219838125184012,9.14560129739578,2.5923173932624746,0,3,3.903282295014543,0.996122121810913,1,0,2,2,0,0,0,0,0,1,1,0,18.7999992370605,0.42651674853375,0.229446886506413,0,0,3,0,0.0,0,5,2,2,2,0,1,0.370985637190188
350,1990,7.292337176173877,10,3,4,7,5,6,2,2,1,1,2,2,9.226262932519997,9.183384299692538,2.7232630040442625,0,3,3.886695729124794,1.0766463279724099,1,0,2,2,0,0,0,0,0,1,1,0,18.7999992370605,0.69381007262753,0.219974404297683,0,0,5,0,0.0,0,5,2,2,1,0,2,0.42651674853375
350,1991,7.323830566202317,10,3,4,7,5,8,2,2,2,2,2,2,9.234511873201853,9.24786830703488,2.4984493723942895,0,1,3.847673268553037,1.13204765319824,1,0,2,2,0,0,0,0,0,1,1,0,18.5,0.81355296005405,0.219336731263701,0,0,5,0,0.0,0,6,2,2,2,1,1,0.69381007262753
350,1992,7.3833681469923835,10,3,4,7,5,7,2,2,2,1,2,2,9.244275989738275,9.265816705244818,2.2210948207957943,0,1,3.8538681990706833,1.03223323822021,1,0,2,2,0,0,0,0,0,1,1,0,18.2999992370605,0.665302035266067,0.215139629864394,0,0,15,1,0.5,0,8,2,2,2,2,2,0.81355296005405
350,1993,7.427738840532894,10,3,4,7,5,5,1,2,1,1,2,2,9.254776308334826,9.264318010286656,1.8573809565833397,0,1,3.8064186585050948,0.941628634929657,1,0,2,2,0,0,0,0,0,1,1,0,18.1000003814697,0.460738067392658,0.210177724970664,0,0,10,1,0.0,0,7,2,2,2,2,1,0.665302035266067
350,1994,7.474204806496124,10,3,4,7,5,5,2,2,0,1,2,3,9.264942187167767,9.299741308360009,1.6904650901918867,0,3,3.7831784882002926,0.882295191287994,1,0,2,2,0,0,0,0,0,1,1,0,17.8999996185303,0.454378708444687,0.22226485641261,0,0,5,0,0.5,0,5,2,1,2,1,1,0.460738067392658
350,1996,7.562161631225652,10,3,4,7,5,6,2,2,1,1,2,3,9.281795542847686,9.368668030355487,1.8810472897277692,0,3,3.820482901111939,0.766507804393768,1,0,2,2,0,0,0,0,0,1,1,0,17.3999996185303,0.746507306511071,0.230284792673328,0,0,7,1,0.0,0,6,3,2,2,2,0,0.545693653622549
350,1997,7.59337419312129,10,3,4,7,5,6,2,2,1,1,2,2,9.288484971689712,9.413168556565816,1.6785420524497188,0,3,3.901979605363802,0.730766594409943,1,0,2,2,0,0,0,0,0,1,1,1,17.1000003814697,0.883719251524561,0.228252214894559,0,0,8,0,0.0,0,6,3,2,2,1,1,0.746507306511071
350,1998,7.628031126930335,10,3,4,7,5,8,2,2,2,2,2,2,9.294176797470502,9.447538296277495,0.9435015928649172,0,3,3.930613619954681,4.16656351089478,1,0,2,2,0,0,0,0,0,1,1,1,16.7999992370605,1.0662455677062599,0.232601717119881,0,0,10,2,0.0,0,6,2,2,2,1,1,0.883719251524561
350,1999,7.644919344958857,10,3,4,7,5,7,2,2,2,1,2,2,9.29908449689068,9.492225927034156,0.12221675817076064,0,3,4.035322683868738,0.425940960645676,1,0,2,2,0,0,0,0,0,1,1,1,16.5,1.1335488745276,0.231667087395836,0,0,7,8,0.0,0,8,2,2,2,2,2,1.0662455677062599
352,1991,6.2766434893416445,10,3,4,7,5,5,1,2,1,1,2,1,6.54234226910012,9.453348509451397,0.0,0,0,4.6461192964522064,1.41799294948578,1,2,1,1,0,0,0,1,1,0,1,1,20.0,1.1328260301736,0.246093584983702,0,0,7,1,0.0,0,7,3,1,2,2,2,1.36643488280808
352,1992,6.326149473155099,10,3,4,7,5,7,2,2,2,1,2,2,6.561426627097549,9.531917946085343,0.0,0,0,4.701361865806775,1.55438041687012,1,2,1,1,0,0,0,1,1,0,1,1,19.8999996185303,0.942087538437037,0.24399700153887,0,0,13,0,0.0,0,5,1,1,2,1,1,1.1328260301736
352,1993,6.391917113392602,10,3,4,7,5,6,2,2,1,1,2,2,6.5775553303709415,9.54203909061026,0.0,0,0,4.558250201111377,1.26599860191345,1,2,1,1,0,0,0,1,1,0,1,1,19.7999992370605,0.860185698354835,0.241510301582555,0,0,11,1,0.0,0,7,2,2,2,2,1,0.942087538437037
352,1994,6.413458957167357,10,3,4,7,5,6,2,2,1,1,2,1,6.588582539438986,9.605074778154194,0.0,0,1,4.562013735039922,1.01234936714172,1,2,1,1,0,0,0,1,1,0,1,1,19.6000003814697,0.9977458781361,0.230339024814185,0,0,9,0,0.0,0,6,2,2,2,1,1,0.860185698354835
352,1995,6.455198563340122,10,3,4,7,5,5,1,2,1,1,2,2,6.597404877029114,9.685330920842217,0.0,0,1,4.606206712207766,2.62846565246582,1,2,1,1,0,0,0,1,1,0,1,1,19.5,0.84516839635602,0.225494741311097,0,0,19,1,0.0,0,6,1,2,2,1,1,0.9977458781361
